Latitude,Longitude,DBSCAN,HDBSCAN,HDBSCAN_KNN,kmeans
1.42992991993556,103.774636554651,19,0,0,17
1.3799994310188202,103.841407224475,-1,-1,11,0
1.34138531163604,103.691459639611,-1,5,5,7
1.3075812402688798,103.851478219734,6,23,23,27
1.27625903973355,103.842923496499,6,25,25,13
1.32840382815915,103.93068487034701,2,8,8,8
1.38914595410841,103.84476147021999,-1,-1,11,0
1.29843333801851,103.788556167194,-1,-1,10,29
1.35866916706909,103.751213742148,21,6,6,1
1.3204417118742902,103.778972458647,-1,-1,4,12
1.33356161120697,103.784158787663,-1,-1,3,20
1.3061957991271398,103.828509016327,6,22,22,4
1.33997597903357,103.74215995576799,4,6,6,26
1.34207774800822,103.774574028141,18,3,3,20
1.35230795069617,103.834924126541,23,-1,18,22
1.35309727557293,103.876441262869,16,9,9,21
1.34485611194655,103.735622181477,4,6,6,26
1.33312991885914,103.92615313978399,2,8,8,8
1.34607675043696,103.944284625086,1,7,7,5
1.37762112372223,103.755740001262,27,2,2,25
1.36189785863173,103.95263944718201,1,7,7,5
1.33864876713618,103.844627302235,13,19,19,22
1.30573060708015,103.831531920982,6,22,22,4
1.33889442783828,103.84953831806801,13,19,19,22
1.3028881939588102,103.89672908877701,7,-1,12,2
1.34857905320068,103.848348015837,0,18,18,22
1.3739584050046998,103.886898456705,10,9,9,6
1.34318835786154,103.73678575382,4,6,6,26
1.33272795858042,103.849994231509,13,19,19,22
1.3065053585135702,103.90532896005199,7,12,12,2
1.28351521684053,103.846878905539,6,25,25,13
1.30408565832878,103.85001418116998,6,-1,23,27
1.30242417189412,103.83467612472299,6,22,22,4
1.29446098581956,103.8276209036,11,-1,20,4
1.3207654334205,103.748258626828,-1,-1,4,12
1.4357608040047,103.83672387450001,24,0,0,15
1.2957115246888602,103.858552585838,6,-1,23,27
1.37300713447528,103.878742242044,10,9,9,6
1.29222075807723,103.850612609298,6,-1,24,13
1.32037511125745,103.91264708052799,-1,-1,13,2
1.33061344829843,103.794953065546,-1,-1,1,20
1.3312707980105,103.79467156692301,-1,-1,1,20
1.33205094618819,103.914145075793,-1,-1,8,8
1.34306217556914,103.738233469424,4,6,6,26
1.3309393367553,103.858181909317,-1,-1,19,10
1.30864200213787,103.91159103528099,7,-1,12,2
1.31326223835886,103.76497417900299,8,4,4,12
1.33311013128172,103.847431763341,13,19,19,22
1.30681500712525,103.78846273226601,22,10,10,29
1.27679934512004,103.845460373051,6,25,25,13
1.35432321225806,103.945141172369,1,7,7,5
1.28829579725143,103.826144732416,11,20,20,9
1.34893084103853,103.93458811101401,1,7,7,5
1.4413105943207902,103.792065607441,-1,0,0,17
1.35990705103642,103.76758508966499,-1,-1,6,1
1.32250551637709,103.853439515866,5,17,17,10
1.3329592355634998,103.914941831232,-1,-1,8,8
1.3164349569099498,103.83549290613001,-1,-1,22,4
1.33180078265392,103.867242849282,20,-1,17,10
1.44571784134907,103.798166316676,-1,0,0,17
1.32014883000631,103.935563486677,2,8,8,8
1.3331333533723102,103.939110909704,2,8,8,8
1.33270940925778,103.937061569944,2,8,8,8
1.3291986866784098,103.937343347878,2,8,8,8
1.33371332018834,103.927020293564,2,8,8,8
1.28905634657058,103.827502108439,11,20,20,9
1.2896510001415,103.81539953071699,14,-1,21,9
1.37991650665224,103.76431706853501,-1,2,2,25
1.32325013349522,103.933835585816,2,8,8,8
1.30665484543192,103.829588045188,6,22,22,4
1.34452706951365,103.855213610381,13,-1,19,22
1.30637274642467,103.82703651448799,6,22,22,4
1.27458821795427,103.84347073660999,6,25,25,13
1.2910820034590902,103.784565038662,-1,-1,10,29
1.34637376380506,103.712472819666,17,6,6,7
1.3756672834841202,103.87945025110201,10,9,9,6
1.39950942350342,103.906371604675,-1,9,9,24
1.39139684608919,103.876237007474,-1,-1,9,14
1.28050992265541,103.83835222553199,6,25,25,13
1.2986887231953002,103.84612283896999,6,-1,22,27
1.33456298088397,103.74294861551901,4,6,6,26
1.43505698925938,103.787004308703,-1,0,0,17
1.33141324882713,103.908688936549,-1,-1,13,2
1.31423937033552,103.87091403145901,-1,-1,17,10
1.3440494185738605,103.73125555964,4,6,6,26
1.30019272342807,103.837362540861,6,22,22,4
1.32760823544191,103.749219230053,-1,-1,6,26
1.34979800298727,103.707634672999,-1,-1,5,7
1.2747220474803602,103.84399159840599,6,25,25,13
1.28645354030176,103.808242400418,30,15,15,9
1.3836941719999498,103.893049981318,-1,9,9,14
1.43331773765905,103.77549155593,19,0,0,17
1.3852342842014098,103.74270487573,-1,2,2,16
1.34624866176031,103.749382188265,4,6,6,1
1.35201517590478,103.74782226546101,4,6,6,1
1.36103222148884,103.748091419935,21,-1,6,1
1.28295698806352,103.81693479055299,14,-1,21,9
1.37867070821172,103.76853844095699,31,2,2,25
1.32457535903391,103.809058565414,-1,-1,1,29
1.33302931681369,103.790453531136,-1,-1,1,20
1.34055530575437,103.773237378591,18,3,3,20
1.31025541884854,103.795350439947,22,10,10,29
1.31205731294526,103.922170796117,-1,-1,8,2
1.3114324080938602,103.794579749973,22,10,10,29
1.35339762531929,103.83464546095199,23,-1,18,0
1.29225958503296,103.842561023913,-1,-1,25,13
1.31316934203829,103.929305198346,-1,-1,8,8
1.4309993159044798,103.794101574732,-1,0,0,17
1.33335596212432,103.84886568744699,13,19,19,22
1.34634407451481,103.741742087315,4,6,6,1
1.33833133395208,103.84573711713199,13,19,19,22
1.37031157066562,103.957565573283,-1,7,7,19
1.28549527021291,103.843851997218,6,25,25,13
1.33622384180735,103.78685405915701,-1,-1,3,20
1.32170329030892,103.886195689242,12,-1,14,18
1.4020591775404998,103.891879097522,-1,9,9,24
1.3523186229214998,103.948457987374,1,7,7,5
1.33897403834603,103.849002148998,13,19,19,22
1.31312677921155,103.926329604095,-1,-1,8,8
1.44567452901893,103.83150813240101,-1,0,0,3
1.44535856249218,103.822587675705,-1,0,0,3
1.3139916147653798,103.76708900397699,8,4,4,12
1.30568031708634,103.85085772497101,6,23,23,27
1.3733212255278102,103.88636553205,10,9,9,6
1.32574409089542,103.850382551117,5,-1,17,10
1.35554848236624,103.94561607102301,1,7,7,5
1.30893802574679,103.85172002409901,6,23,23,27
1.3412195572246102,103.84549278032,13,-1,19,22
1.4022827275187,103.913637732874,-1,9,9,24
1.39785974876813,103.881232764244,-1,-1,9,14
1.35038413736599,103.719025555996,17,6,6,7
1.32955256858877,103.90122860971,28,-1,13,18
1.3097910211685502,103.768657661297,8,4,4,12
1.37104583077814,103.848186835874,3,11,11,0
1.30861790322772,103.79293590005301,22,10,10,29
1.3833995162957902,103.771086145173,31,2,2,25
1.30964078422609,103.88447177992599,12,-1,14,18
1.3844960805464,103.743145847184,29,2,2,16
1.34148123537154,103.690721731576,-1,5,5,7
1.32496457628749,103.932948087606,2,8,8,8
1.4299418559448,103.827984686017,24,0,0,15
1.3500850308076298,103.72475726759701,17,6,6,26
1.2784826110588,103.839416185126,6,25,25,13
1.2866219040748998,103.80896334666299,30,-1,15,9
1.4251800592171202,103.83659631871299,24,0,0,15
1.30262116338454,103.907097912591,7,12,12,2
1.3186826226676498,103.86270289391899,5,-1,17,10
1.37538513507625,103.93935610688601,-1,-1,7,5
1.3232895991921398,103.924149636605,2,8,8,8
1.34747947805083,103.74427646089501,4,6,6,1
1.35539119422925,103.877254535231,16,9,9,21
1.30381323460709,103.90095207723301,7,12,12,2
1.3070606743179098,103.923769732724,-1,-1,12,2
1.3386567762293,103.778560467143,18,3,3,20
1.27692434441095,103.83868047047702,6,25,25,13
1.31720886017639,103.901431784747,25,13,13,2
1.42171348124466,103.83554529409001,24,0,0,15
1.3496215142655,103.946000691097,1,7,7,5
1.3051231949986395,103.86274639248,6,23,23,27
1.27605255440953,103.84611536452499,6,25,25,13
1.30836526428228,103.86091278109801,6,23,23,27
1.36162956418499,103.95325111572201,1,7,7,5
1.3938341644889,103.890256350385,26,9,9,14
1.3699509924783702,103.872312299228,-1,9,9,21
1.36747901420818,103.855967139125,3,11,11,0
1.28642144223074,103.844635546875,6,25,25,13
1.28497693734723,103.846432501374,6,25,25,13
1.31559567579803,103.850825476141,6,-1,23,10
1.34054870997219,103.773329447699,18,3,3,20
1.3460844239821002,103.938034023132,1,7,7,5
1.31377438724798,103.76253518972099,8,4,4,12
1.3127227835846,103.859959031318,6,-1,23,10
1.36196268655026,103.884972234399,15,9,9,6
1.27960220723117,103.838346247786,6,25,25,13
1.3291589969451,103.886010316123,12,-1,14,18
1.3074768436116,103.760157277816,-1,4,4,12
1.2841487642183895,103.845704090868,6,25,25,13
1.32258735187372,103.861107276991,5,17,17,10
1.33358025794593,103.84926452128,13,19,19,22
1.32589621040038,103.84293548000299,9,-1,16,22
1.38234139419021,103.750776869899,27,2,2,16
1.33716507441519,103.919893055357,-1,-1,8,8
1.35310498683573,103.83504389958901,23,-1,18,0
1.36189869546211,103.953613062449,1,7,7,5
1.3075861394443,103.884413042642,-1,-1,14,18
1.29448225459419,103.850054625521,6,-1,24,27
1.36196757272942,103.85240671770501,3,11,11,0
1.3708407639457398,103.884236382077,10,9,9,6
1.42460205303198,103.833222391677,24,0,0,15
1.2801894226101205,103.828178445611,11,-1,20,9
1.34359376269611,103.95354114282499,1,7,7,5
1.34900647921179,103.75170668337401,4,6,6,1
1.37234358233886,103.855455428073,3,11,11,0
1.32052595935171,103.88615930693399,12,-1,14,18
1.2777315319056202,103.819769431353,-1,-1,21,9
1.34054847886551,103.773649129593,18,3,3,20
1.32902607919002,103.88693079733999,12,-1,14,18
1.3399332721752,103.73851447773899,4,6,6,26
1.43061830395073,103.828762985019,24,0,0,15
1.32861719819895,103.93778714938699,2,8,8,8
1.29875874537227,103.859429839576,6,-1,23,27
1.27300435416893,103.84238809605499,6,25,25,13
1.35529943230217,103.98914195251801,-1,-1,7,19
1.36489525344064,103.690687524445,-1,-1,5,7
1.3684464401094,103.844516260527,3,11,11,0
1.35502885653151,103.831053292454,23,-1,11,0
1.30459707446007,103.83464865670601,6,22,22,4
1.27688307363769,103.84008562790301,6,25,25,13
1.3120249182444,103.764960537008,8,4,4,12
1.32105185036524,103.766910446634,8,4,4,12
1.3124829847626398,103.76547675686301,8,4,4,12
1.34874520101098,103.986857194086,-1,-1,7,19
1.2777707608996498,103.84844955535999,6,25,25,13
1.37804306250453,103.937574532722,-1,-1,7,5
1.28076943476849,103.852658562152,6,25,25,13
1.42394747563365,103.83742923921301,24,0,0,15
1.31218816492754,103.94011699051399,-1,-1,8,8
1.3800477264564,103.75246458364799,27,2,2,16
1.39708432396579,103.746598000147,-1,-1,2,16
1.3225731693491498,103.814245542255,-1,-1,1,29
1.3254420035704,103.926207634232,2,8,8,8
1.30633253742861,103.904839882166,7,12,12,2
1.31690134376102,103.76531071522801,8,4,4,12
1.2866292132996298,103.80686187975999,30,-1,15,9
1.35732426852703,103.873634696558,16,9,9,21
1.34725100297382,103.710014454331,-1,-1,5,7
1.3194936558195702,103.88716604162201,12,14,14,18
1.36990683865396,103.88900146962798,10,9,9,6
1.4247023995298,103.83394978681801,24,0,0,15
1.29847547391979,103.800957796297,-1,-1,10,29
1.39483596039702,103.900697317347,-1,9,9,24
1.36271446291048,103.893980503167,-1,9,9,6
1.30849288050579,103.784598100953,-1,10,10,29
1.33413899991749,103.87125971505199,20,-1,17,10
1.32367550486167,103.81023438817301,-1,-1,1,29
1.31303191359036,103.895830329151,25,13,13,2
1.37677749544411,103.74454894808201,29,2,2,16
1.28660403512031,103.848723883773,6,25,25,13
1.43147861432351,103.82745200421199,-1,0,0,15
1.2936149401631498,103.803742526958,-1,-1,15,9
1.30331647226255,103.90472762829901,7,12,12,2
1.28394916770954,103.85086268252,6,25,25,13
1.32129030482793,103.902727807563,25,13,13,2
1.44451092377359,103.798832170996,-1,0,0,17
1.36088277495424,103.937510784188,-1,7,7,5
1.35816293570102,103.884400266646,15,9,9,6
1.34719233002392,103.938014041267,1,7,7,5
1.3532308455835802,103.87204354837,16,9,9,21
1.35351077725976,103.94211744564,1,7,7,5
1.42875460572997,103.836324536111,24,0,0,15
1.33415752008877,103.742766489597,4,6,6,26
1.35954177325562,103.885167372726,15,9,9,6
1.3614776590113702,103.88720750010201,15,9,9,6
1.32021100706839,103.84365676186701,9,16,16,10
1.39332786581518,103.88661762511299,26,9,9,14
1.33130351440716,103.868076452861,20,-1,17,10
1.44185307934022,103.82497037848199,-1,0,0,3
1.32687382444584,103.723421163741,-1,-1,6,26
1.35144317409159,103.87951331223101,16,9,9,21
1.3119105970549,103.87675659871,-1,-1,14,18
1.33018185712277,103.744524241244,4,-1,6,26
1.29531966312623,103.809758591447,-1,-1,15,9
1.3523611314355002,103.94378481243099,1,7,7,5
1.34269199750601,103.953050756306,-1,7,7,5
1.33411313029446,103.962792843921,-1,-1,7,19
1.37234984781558,103.847899479721,3,11,11,0
1.32708485462605,103.846476460209,9,-1,16,22
1.34134181836572,103.692491245922,-1,5,5,7
1.30974242032356,103.864101647509,6,-1,23,27
1.28361982304995,103.852058865041,6,25,25,13
1.30530737066546,103.90053168483101,7,12,12,2
1.29665678939296,103.850105814673,6,24,24,27
1.27484459976548,103.828069566486,-1,-1,20,9
1.34857143331007,103.95167302785299,1,7,7,5
1.37774328310057,103.741860548432,-1,2,2,16
1.37176798317468,103.88280991785,10,9,9,6
1.33837569571571,103.718096899655,-1,-1,6,26
1.33138913071752,103.865128939008,20,-1,17,10
1.3486845115193702,103.732974782772,4,6,6,26
1.33740763550643,103.847761130585,13,19,19,22
1.436582707202,103.791791282236,-1,0,0,17
1.33650394598031,103.7361037501,4,6,6,26
1.42130404159808,103.84079292334499,24,0,0,15
1.42764685183223,103.830480360286,24,0,0,15
1.35799653782465,103.890216355459,15,9,9,6
1.31577098514642,103.94714753880899,-1,-1,8,8
1.42699774591714,103.844209671535,-1,0,0,15
1.36734742078767,103.851936118929,3,11,11,0
1.43495229179004,103.797435739672,-1,0,0,17
1.42794340255251,103.848368288236,-1,0,0,15
1.3187185988270902,103.835345168025,-1,-1,16,4
1.36909206497026,103.83904135553699,3,11,11,0
1.29418347842837,103.83601894157101,-1,-1,22,4
1.34136950913452,103.87781693075,-1,-1,9,21
1.3858737543113,103.767814630258,-1,2,2,25
1.3755283083726,103.934889085317,-1,-1,7,5
1.4384623116861002,103.839070707702,24,0,0,15
1.3338266806576102,103.935513154683,2,8,8,8
1.36673784144263,103.89368414832701,10,9,9,6
1.44589068910994,103.80239819659599,-1,0,0,3
1.39206468503475,103.890924976943,26,9,9,14
1.35415506887675,103.754210374853,-1,6,6,1
1.33895145085327,103.687833087248,-1,-1,5,7
1.33924375323729,103.698895783329,-1,5,5,7
1.30835682381162,103.927611509809,-1,-1,8,8
1.43442311668611,103.773697721298,19,0,0,17
1.37980236109137,103.76917079696,31,2,2,25
1.31814416827377,103.88362850160101,12,14,14,18
1.28421153855476,103.82595188463699,11,20,20,9
1.38997940750518,103.874100976917,-1,-1,9,14
1.33032495471395,103.931885376418,2,8,8,8
1.3573489815124,103.94887192549999,1,7,7,5
1.4336812067491498,103.832924289687,24,0,0,15
1.34291981622017,103.74086114887899,4,6,6,26
1.44011049774914,103.804629295565,-1,0,0,3
1.32220847517489,103.86535132982999,5,17,17,10
1.39485356081866,103.90857257736,-1,-1,9,24
1.3339038086212,103.93203405271,2,8,8,8
1.33805507194688,103.776108257008,18,3,3,20
1.32107094241156,103.80768185279899,-1,-1,1,29
1.36565018546904,103.851009800453,3,11,11,0
1.31580856292001,103.76305484091,8,4,4,12
1.30100441916735,103.78545560682699,-1,10,10,29
1.30552506704307,103.91746302212098,-1,-1,12,2
1.33014735400655,103.72409968506001,-1,-1,6,26
1.34268486977365,103.687723993784,-1,-1,5,7
1.43273620725051,103.79023031392,-1,0,0,17
1.36555714422196,103.96091886959101,-1,7,7,19
1.34471211768917,103.69896421298799,-1,5,5,7
1.3698904842453403,103.86914972225,-1,9,9,21
1.37317401669512,103.89765938461599,10,9,9,6
1.3837854654623,103.76027343225799,-1,2,2,25
1.3452450526196995,103.756264470434,4,6,6,1
1.4518908328219,103.822341940714,-1,0,0,3
1.31325147946862,103.75674321816,-1,4,4,12
1.29559366049206,103.80754862413099,-1,-1,15,9
1.37820062547641,103.89466715951201,-1,9,9,14
1.3719644572011205,103.851763531681,3,11,11,0
1.27613030444272,103.808639211285,-1,-1,15,9
1.37347218344221,103.769317484454,-1,2,2,25
1.34594524614786,103.75358884473499,4,6,6,1
1.4510640067558995,103.815970864699,-1,0,0,3
1.43350145509513,103.838289310553,24,0,0,15
1.33566084356265,103.87562006259,-1,-1,9,18
1.34897202423066,103.868362521917,-1,9,9,21
1.30977347800846,103.75821541431499,-1,4,4,12
1.33062454661531,103.941062122327,2,8,8,8
1.35129177520072,103.950461935791,1,7,7,5
1.3778227094013795,103.885568714764,10,9,9,14
1.317706781809,103.945590673243,-1,-1,8,8
1.40285481685647,103.74682262875,-1,-1,2,16
1.3476531041883897,103.721523716371,17,6,6,26
1.38925044778225,103.899527879229,-1,9,9,14
1.39341402481338,103.90455952055001,-1,-1,9,24
1.27496162117949,103.82417997068899,-1,-1,20,9
1.4420359655759498,103.788339762066,-1,0,0,17
1.36048786025608,103.948768900518,1,7,7,5
1.33104586344637,103.9109340214,-1,-1,8,2
1.37245132722089,103.962922699031,-1,-1,7,19
1.38388660469398,103.75392455858601,27,2,2,16
1.30385959862561,103.856955133139,6,23,23,27
1.3506113056855602,103.951317297552,1,7,7,5
1.31881620631886,103.917526142651,-1,-1,8,2
1.3945298314832602,103.89786476711599,26,9,9,24
1.38026516111466,103.73655429563601,-1,2,2,16
1.34919098857588,103.740719208011,4,6,6,1
1.37803986098971,103.881166249315,10,9,9,14
1.3493076679555902,103.862309899986,-1,-1,9,21
1.4326998657579195,103.785778769275,-1,0,0,17
1.43063976776387,103.778175192579,19,0,0,17
1.33774986225882,103.76685534477899,-1,3,3,20
1.37278901646362,103.957291273316,-1,-1,7,19
1.32399627634457,103.937745022761,2,8,8,8
1.35220597126242,103.69953547145,-1,-1,5,7
1.34052616485417,103.855667534587,13,-1,19,22
1.39391003097103,103.747415441682,-1,2,2,16
1.32103268749985,103.82807785920099,-1,-1,22,4
1.3750569631581795,103.945289416873,-1,-1,7,5
1.3498418643476298,103.88497836167299,15,9,9,6
1.33728893309898,103.855473497018,13,19,19,22
1.34284013791619,103.71285838193701,-1,6,6,7
1.36020329677669,103.869762443251,-1,9,9,21
1.41628015341877,103.838797686677,24,0,0,15
1.3547888765266898,103.8449341135,-1,-1,11,0
1.2859553934148,103.815228207863,14,-1,21,9
1.3125041616206998,103.850902684573,6,-1,23,27
1.40029783011552,103.90743052365299,-1,9,9,24
1.3576512187768,103.935246486174,-1,7,7,5
1.41741627551252,103.83014320987499,-1,0,0,15
1.35795142682271,103.86425016247,-1,-1,9,21
1.36675801448843,103.767694820161,-1,-1,2,25
1.34020800809179,103.95218340147699,-1,7,7,5
1.43349639934217,103.834027410567,24,0,0,15
1.39640265559057,103.912565965047,-1,9,9,24
1.3842366769228205,103.773754356751,-1,2,2,25
1.3166652930896998,103.767438999533,8,4,4,12
1.3487209274656902,103.694867873154,-1,5,5,7
1.2998113888405802,103.799964819895,-1,-1,10,29
1.32168928544377,103.857651758668,5,17,17,10
1.30932129669281,103.84064350573799,-1,-1,22,4
1.30652686240002,103.91092158001499,7,12,12,2
1.32858023873557,103.90130690415701,28,-1,13,18
1.34787051339925,103.939220641557,1,7,7,5
1.35048639466943,103.943573098509,1,7,7,5
1.4000088152918702,103.91307152672199,-1,9,9,24
1.27550544136486,103.839922725842,6,25,25,13
1.33664312205759,103.699682811847,-1,-1,5,7
1.34604265945533,103.84928476911,0,18,18,22
1.35905899221008,103.748161477711,21,6,6,1
1.31111421924858,103.888209412231,12,-1,14,18
1.3925400930811298,103.87498486955099,-1,-1,9,14
1.3838407641029502,103.891215105298,-1,9,9,14
1.34720542681454,103.70054232441099,-1,5,5,7
1.31672581051653,103.78420830194,-1,-1,10,29
1.44504364286971,103.82102151409,-1,0,0,3
1.39475407670438,103.889611597387,26,9,9,14
1.40514582593193,103.905156378991,-1,9,9,24
1.40180486737614,103.898772867085,-1,9,9,24
